,avg_screens,budget,budget_currency,closing_date,critic_review_count,duration,gross_income,max_screens,metascore,name,num_weekends,opening_weekend_date,opening_weekend_income,opening_weekend_income_currency,rating,rating_count,release_day,release_month,release_year,user_review_count,year,avg_rating_per_demo.aged_18-29,avg_rating_per_demo.aged_30-44,avg_rating_per_demo.aged_45+,avg_rating_per_demo.aged_under_18,avg_rating_per_demo.females,avg_rating_per_demo.females_aged_18-29,avg_rating_per_demo.females_aged_30-44,avg_rating_per_demo.females_aged_45+,avg_rating_per_demo.females_under_18,avg_rating_per_demo.imdb_staff,avg_rating_per_demo.imdb_users,avg_rating_per_demo.males,avg_rating_per_demo.males_aged_18-29,avg_rating_per_demo.males_aged_30-44,avg_rating_per_demo.males_aged_45+,avg_rating_per_demo.males_under_18,avg_rating_per_demo.non-us_users,avg_rating_per_demo.top_1000_voters,avg_rating_per_demo.us_users,votes_per_demo.aged_18-29,votes_per_demo.aged_30-44,votes_per_demo.aged_45+,votes_per_demo.aged_under_18,votes_per_demo.females,votes_per_demo.females_aged_18-29,votes_per_demo.females_aged_30-44,votes_per_demo.females_aged_45+,votes_per_demo.females_under_18,votes_per_demo.imdb_staff,votes_per_demo.imdb_users,votes_per_demo.males,votes_per_demo.males_aged_18-29,votes_per_demo.males_aged_30-44,votes_per_demo.males_aged_45+,votes_per_demo.males_under_18,votes_per_demo.non-us_users,votes_per_demo.top_1000_voters,votes_per_demo.us_users,rating_freq.1,rating_freq.10,rating_freq.2,rating_freq.3,rating_freq.4,rating_freq.5,rating_freq.6,rating_freq.7,rating_freq.8,rating_freq.9,genres.action,genres.adventure,genres.animation,genres.biography,genres.comedy,genres.crime,genres.drama,genres.family,genres.fantasy,genres.history,genres.horror,genres.music,genres.mystery,genres.romance,genres.sci-fi,genres.sport,genres.thriller,genres.war,genres.western
30,128.5,4000000.0,$,2015-02-27,558.0,165.0,25359200.0,310.0,100.0,Boyhood,8.0,2014-07-11,387618.0,$,7.9,280963.0,15.0,August,2014.0,853.0,2014.0,8.1,7.8,7.7,8.1,7.7,7.8,7.6,7.7,7.9,8.2,7.9,8.0,8.1,7.8,7.7,8.1,7.9,7.3,8.0,122186.0,77392.0,16982.0,1649.0,50128.0,28719.0,14263.0,3423.0,459.0,35.0,280963.0,179014.0,92180.0,61977.0,13258.0,1169.0,131158.0,542.0,35482.0,4962.0,48590.0,2172.0,2963.0,4702.0,10023.0,22857.0,50221.0,73961.0,60512.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,1248.6666666666667,28000000.0,$,2014-06-20,180.0,90.0,20285518.0,2647.0,40.0,Brick Mansions,6.0,2014-04-25,9516855.0,$,5.7,33581.0,25.0,April,2014.0,112.0,2014.0,5.9,5.4,5.5,6.7,6.2,6.4,5.8,6.0,6.6,4.0,5.7,5.6,5.9,5.4,5.4,6.7,5.5,5.1,5.5,12540.0,10998.0,2441.0,180.0,3634.0,1738.0,1214.0,295.0,31.0,2.0,33581.0,24384.0,10682.0,9637.0,2106.0,149.0,15327.0,267.0,4321.0,1131.0,2945.0,957.0,1689.0,3155.0,5921.0,8212.0,5682.0,2731.0,1158.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,278.5,7000000.0,$,2015-02-06,162.0,102.0,1873547.0,482.0,49.0,Cake,2.0,2015-01-23,916179.0,$,6.4,28796.0,23.0,January,2015.0,133.0,2014.0,6.5,6.3,6.5,7.3,6.7,6.7,6.7,6.7,7.0,7.5,6.4,6.3,6.4,6.2,6.4,7.4,6.4,5.9,6.5,9447.0,9882.0,3445.0,80.0,10088.0,4580.0,3731.0,1098.0,33.0,6.0,28796.0,13810.0,4769.0,5987.0,2300.0,46.0,13246.0,256.0,4810.0,586.0,1885.0,388.0,603.0,1313.0,3239.0,6826.0,7912.0,4368.0,1676.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,1762.4666666666667,170000000.0,$,2014-08-15,582.0,136.0,259746958.0,3938.0,70.0,Captain America: The Winter Soldier,15.0,2014-04-04,95023721.0,$,7.8,527726.0,4.0,April,2014.0,758.0,2014.0,7.8,7.6,7.7,8.4,7.9,7.9,7.7,7.8,8.6,7.5,7.8,7.7,7.8,7.6,7.6,8.3,7.5,7.4,8.1,205095.0,141648.0,26952.0,4295.0,64259.0,35628.0,17416.0,3838.0,979.0,39.0,527726.0,347594.0,167534.0,122211.0,22652.0,3286.0,205803.0,703.0,69118.0,5026.0,82172.0,1837.0,2623.0,5305.0,13863.0,41749.0,113802.0,161271.0,100078.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,1333.0,49000000.0,$,2015-05-01,374.0,120.0,31569268.0,3201.0,41.0,Chappie,8.0,2015-03-06,13346782.0,$,6.9,183546.0,6.0,March,2015.0,649.0,2015.0,7.0,6.8,6.5,7.2,6.9,7.1,6.8,6.6,7.7,6.9,6.9,6.8,7.0,6.8,6.5,7.1,6.8,6.1,6.7,64549.0,64967.0,11753.0,778.0,18215.0,8966.0,6374.0,1401.0,131.0,18.0,183546.0,131582.0,54835.0,57579.0,10125.0,641.0,88430.0,474.0,18356.0,3499.0,16810.0,2434.0,4083.0,6980.0,14455.0,29016.0,48889.0,39400.0,17980.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,200.0,50000000.0,$,2015-05-08,176.0,137.0,1206135.0,510.0,41.0,Child 44,3.0,2015-04-17,621812.0,$,6.5,45811.0,,,,201.0,2015.0,6.5,6.3,6.5,6.6,6.7,6.8,6.6,6.8,7.0,4.0,6.5,6.4,6.5,6.3,6.5,6.4,6.4,5.7,6.2,14414.0,16781.0,4880.0,76.0,7114.0,3161.0,2677.0,809.0,20.0,3.0,45811.0,30628.0,11086.0,13880.0,3991.0,56.0,24048.0,274.0,4134.0,1036.0,3370.0,504.0,943.0,2084.0,4882.0,10340.0,12829.0,7187.0,2636.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
37,1341.6,95000000.0,$,2015-09-11,354.0,105.0,201148159.0,3848.0,67.0,Cinderella,20.0,2015-03-13,67877361.0,$,7.0,111882.0,13.0,March,2015.0,335.0,2015.0,7.0,6.8,7.1,7.6,7.1,7.2,7.0,7.4,7.9,6.8,7.0,6.8,6.9,6.7,7.0,7.2,6.8,6.1,7.2,44902.0,29106.0,6903.0,1005.0,39980.0,23760.0,10089.0,2114.0,629.0,9.0,111882.0,47468.0,20626.0,18568.0,4658.0,366.0,46790.0,373.0,14654.0,1600.0,13305.0,855.0,1460.0,2981.0,7970.0,19079.0,32003.0,22609.0,10020.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
38,41.666666666666664,,,2014-07-04,199.0,109.0,414623.0,65.0,73.0,Cold in July,3.0,2014-06-06,65000.0,$,6.8,27321.0,,,,113.0,2014.0,6.9,6.7,6.7,6.9,6.7,6.7,6.7,6.9,6.5,7.5,6.8,6.8,6.9,6.7,6.7,6.9,6.7,6.7,7.0,7227.0,12093.0,3681.0,28.0,2292.0,698.0,993.0,465.0,4.0,4.0,27321.0,21448.0,6458.0,10961.0,3146.0,24.0,15514.0,282.0,4187.0,292.0,1273.0,208.0,391.0,868.0,2196.0,5932.0,9468.0,5233.0,1460.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
39,854.2,35000000.0,$,2016-03-11,227.0,123.0,34531832.0,2841.0,55.0,Concussion,10.0,2015-12-25,10500000.0,$,7.1,57677.0,25.0,December,2015.0,152.0,2015.0,7.2,7.0,7.2,7.3,7.4,7.4,7.2,7.6,7.7,6.7,7.1,7.1,7.2,7.0,7.1,7.2,7.1,6.0,7.0,18518.0,19162.0,4817.0,189.0,7561.0,3227.0,2724.0,912.0,31.0,14.0,57677.0,37970.0,15103.0,16165.0,3815.0,156.0,24898.0,274.0,7778.0,728.0,4297.0,195.0,317.0,791.0,2421.0,8051.0,20177.0,15366.0,5334.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,615.3333333333334,55000000.0,$,2015-11-20,424.0,119.0,31056945.0,1131.0,66.0,Crimson Peak,3.0,2015-10-16,13143310.0,$,6.6,93546.0,16.0,October,2015.0,353.0,2015.0,6.7,6.4,6.5,7.2,6.9,6.9,6.7,6.8,7.6,6.0,6.6,6.5,6.6,6.3,6.5,7.1,6.5,6.4,6.7,34700.0,31503.0,6299.0,392.0,22546.0,12291.0,7257.0,1320.0,164.0,17.0,93546.0,53746.0,22001.0,23783.0,4845.0,224.0,44146.0,427.0,13194.0,1429.0,5319.0,1106.0,2083.0,4201.0,10132.0,21817.0,27026.0,14982.0,5451.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
41,1490.857142857143,50000000.0,$,2016-04-01,153.0,96.0,150315155.0,3483.0,42.0,Daddy's Home,14.0,2015-12-25,38740203.0,$,6.1,65260.0,25.0,December,2015.0,145.0,2015.0,6.2,6.0,6.0,6.8,6.3,6.3,6.1,6.4,6.9,6.1,6.1,6.1,6.2,6.0,6.0,6.8,6.0,5.5,6.1,22802.0,20585.0,3882.0,456.0,8538.0,4228.0,2833.0,600.0,103.0,8.0,65260.0,42461.0,18319.0,17491.0,3202.0,347.0,28131.0,286.0,9051.0,1202.0,3208.0,965.0,1894.0,3964.0,9386.0,18973.0,16460.0,6975.0,2233.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,231.71428571428572,10000000.0,$,2015-05-08,144.0,106.0,5348317.0,739.0,58.0,Danny Collins,7.0,2015-03-20,73200.0,$,7.0,22847.0,10.0,April,2015.0,106.0,2015.0,7.1,6.9,7.1,7.1,7.1,7.1,7.0,7.2,6.8,8.0,7.0,7.0,7.1,6.9,7.0,7.2,7.0,6.2,7.0,6322.0,8944.0,3317.0,59.0,3408.0,1209.0,1372.0,608.0,18.0,2.0,22847.0,15976.0,5054.0,7452.0,2652.0,41.0,12461.0,232.0,2591.0,179.0,1371.0,77.0,166.0,396.0,1166.0,3795.0,8220.0,5671.0,1806.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
43,2904.1666666666665,170000000.0,$,2014-11-28,524.0,130.0,208543795.0,3969.0,79.0,Dawn of the Planet of the Apes,6.0,2014-07-11,72611427.0,$,7.6,331550.0,11.0,July,2014.0,621.0,2014.0,7.7,7.5,7.4,8.1,7.5,7.5,7.4,7.4,8.0,7.1,7.6,7.6,7.8,7.5,7.4,8.1,7.5,7.3,7.8,125809.0,103842.0,20225.0,1921.0,30725.0,15099.0,10082.0,2353.0,287.0,27.0,331550.0,239830.0,109461.0,92338.0,17513.0,1614.0,148860.0,630.0,40731.0,2611.0,36051.0,1422.0,2323.0,4591.0,11110.0,32072.0,79846.0,106006.0,55518.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,7.0,,,2015-01-23,127.0,108.0,4404154.0,7.0,79.0,Dear White People,1.0,2014-10-17,347959.0,$,6.2,20177.0,,,,82.0,2014.0,6.6,6.0,5.5,6.3,6.9,7.0,6.8,6.2,6.6,8.5,6.2,6.0,6.3,5.8,5.4,6.1,6.0,5.2,6.6,7837.0,6579.0,1497.0,59.0,4716.0,2777.0,1402.0,288.0,25.0,5.0,20177.0,11740.0,4928.0,5090.0,1180.0,34.0,6223.0,172.0,7098.0,2538.0,4200.0,380.0,481.0,784.0,1544.0,2702.0,3520.0,2777.0,1251.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,7.5,2000000.0,$,2014-05-09,12.0,91.0,39850.0,13.0,56.0,Decoding Annie Parker,2.0,2014-05-02,16781.0,$,6.3,2453.0,2.0,May,2014.0,31.0,2013.0,6.5,6.1,6.4,8.5,6.7,6.7,6.6,7.1,,2.0,6.3,6.1,6.4,5.9,6.1,8.5,6.1,5.3,6.2,553.0,979.0,518.0,2.0,625.0,176.0,248.0,173.0,,1.0,2453.0,1475.0,370.0,718.0,337.0,2.0,1278.0,84.0,357.0,80.0,365.0,36.0,46.0,118.0,287.0,595.0,553.0,236.0,137.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
46,1545.6666666666667,30000000.0,$,2014-08-01,241.0,118.0,30523568.0,3049.0,40.0,Deliver Us from Evil,3.0,2014-07-04,9740471.0,$,6.2,56657.0,2.0,July,2014.0,203.0,2014.0,6.3,6.1,6.2,6.8,6.3,6.3,6.2,6.6,6.6,6.5,6.2,6.2,6.3,6.1,6.2,6.9,6.1,5.6,6.2,19767.0,21160.0,4328.0,175.0,9624.0,4695.0,3386.0,715.0,54.0,2.0,56657.0,38508.0,14863.0,17486.0,3540.0,121.0,27830.0,350.0,7447.0,1002.0,3369.0,887.0,1738.0,3569.0,7524.0,14217.0,14484.0,7297.0,2570.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
47,946.5714285714286,7000000.0,$,2014-03-14,138.0,89.0,15818967.0,2544.0,34.0,Devil's Due,7.0,2014-01-17,9145358.0,$,4.1,14354.0,17.0,January,2014.0,120.0,2014.0,4.0,4.1,4.3,4.5,4.1,4.0,4.1,4.4,5.7,5.0,4.1,4.1,3.9,4.1,4.3,4.3,4.0,3.5,4.2,4949.0,5120.0,1314.0,66.0,3054.0,1475.0,1088.0,247.0,17.0,1.0,14354.0,9101.0,3420.0,3962.0,1045.0,49.0,6047.0,187.0,2773.0,2180.0,633.0,1493.0,2028.0,2500.0,2453.0,1576.0,887.0,415.0,189.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
48,1858.5384615384614,85000000.0,$,2014-07-04,464.0,139.0,150832203.0,3936.0,48.0,Divergent,13.0,2014-03-21,54607747.0,$,6.7,355734.0,21.0,March,2014.0,723.0,2014.0,6.9,6.4,6.6,7.5,7.4,7.5,7.1,7.2,8.3,6.7,6.7,6.5,6.6,6.3,6.4,6.8,6.6,5.9,6.6,142584.0,92375.0,20441.0,3652.0,87984.0,52256.0,20362.0,4372.0,2105.0,33.0,355734.0,191606.0,88828.0,70680.0,15743.0,1510.0,145225.0,559.0,40689.0,7294.0,44501.0,4349.0,6891.0,13638.0,29149.0,61997.0,92390.0,64987.0,30538.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,3376.0,36000000.0,$,2014-12-12,54.0,107.0,42019483.0,3376.0,58.0,Dolphin Tale 2,1.0,2014-09-12,15873397.0,$,6.4,6383.0,12.0,September,2014.0,33.0,2014.0,6.5,6.3,6.3,6.9,7.0,6.9,7.0,7.0,7.7,6.0,6.4,6.2,6.3,6.1,6.1,6.3,6.3,5.4,6.3,1886.0,1970.0,869.0,60.0,1834.0,835.0,575.0,226.0,32.0,1.0,6383.0,3296.0,1030.0,1379.0,625.0,28.0,2170.0,141.0,1534.0,332.0,967.0,147.0,158.0,259.0,622.0,1379.0,1424.0,758.0,337.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
51,575.4444444444445,7000000.0,$,2015-09-11,186.0,103.0,17474107.0,2002.0,72.0,Dope,9.0,2015-06-19,6100010.0,$,7.3,63742.0,19.0,June,2015.0,99.0,2015.0,7.4,7.1,6.7,7.7,7.3,7.4,7.1,7.1,8.0,8.1,7.3,7.2,7.4,7.1,6.7,7.7,7.1,6.3,7.4,27705.0,17807.0,2700.0,392.0,7458.0,4485.0,1960.0,389.0,81.0,10.0,63742.0,43738.0,22862.0,15588.0,2251.0,305.0,26449.0,254.0,11340.0,712.0,5116.0,325.0,544.0,1063.0,2785.0,8234.0,19569.0,18415.0,6979.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,1426.0,25000000.0,$,2014-06-13,158.0,110.0,28831145.0,2781.0,54.0,Draft Day,7.0,2014-04-11,9783603.0,$,6.8,41251.0,11.0,April,2014.0,116.0,2014.0,6.8,6.7,6.8,6.8,6.8,6.8,6.8,7.0,7.3,6.2,6.8,6.8,6.8,6.7,6.8,6.8,6.8,6.3,6.7,11668.0,16305.0,4650.0,80.0,3807.0,1173.0,1555.0,761.0,10.0,6.0,41251.0,30758.0,10383.0,14563.0,3826.0,69.0,16959.0,285.0,9596.0,462.0,2142.0,271.0,468.0,1041.0,2972.0,8190.0,14742.0,8280.0,2683.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
53,129.5,35000000.0,$,2015-02-13,219.0,109.0,86208010.0,153.0,36.0,Dumb and Dumber To,2.0,2014-11-14,38053000.0,$,5.7,102147.0,14.0,November,2014.0,287.0,2014.0,5.9,5.5,5.4,6.3,5.4,5.6,5.1,5.1,6.5,3.5,5.7,5.7,5.9,5.5,5.4,6.2,5.6,5.1,5.5,38351.0,35950.0,5083.0,602.0,9711.0,5178.0,3115.0,525.0,116.0,2.0,102147.0,75193.0,32828.0,32416.0,4467.0,481.0,48152.0,392.0,13576.0,4715.0,7491.0,3751.0,5703.0,9638.0,16903.0,22926.0,18188.0,9035.0,3797.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,1918.0,13000000.0,$,2014-10-17,113.0,91.0,38916903.0,3230.0,53.0,Earth to Echo,5.0,2014-07-04,8364658.0,$,5.8,16244.0,2.0,July,2014.0,150.0,2014.0,6.0,5.7,5.5,6.3,6.2,6.3,6.2,5.8,7.3,6.0,5.8,5.7,5.9,5.6,5.4,6.1,5.7,4.8,5.7,4795.0,5667.0,1846.0,164.0,2917.0,1260.0,975.0,308.0,59.0,2.0,16244.0,10461.0,3489.0,4617.0,1508.0,98.0,6034.0,171.0,3495.0,764.0,1545.0,454.0,749.0,1331.0,2670.0,3663.0,2822.0,1558.0,688.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55,2048.375,178000000.0,$,2014-09-05,588.0,113.0,100189501.0,3505.0,71.0,Edge of Tomorrow,8.0,2014-06-06,28760246.0,$,7.9,459438.0,6.0,June,2014.0,759.0,2014.0,8.0,7.8,7.8,8.2,7.8,7.8,7.7,7.8,8.3,8.1,7.9,7.9,8.0,7.8,7.8,8.2,7.8,7.4,8.0,170042.0,148958.0,28792.0,2213.0,44002.0,21137.0,15436.0,3587.0,328.0,50.0,459438.0,329055.0,147178.0,131385.0,24675.0,1864.0,210432.0,677.0,53112.0,1609.0,58183.0,809.0,1302.0,2724.0,7740.0,27470.0,95725.0,167987.0,95889.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,1696.0,20000000.0,$,2014-03-14,99.0,104.0,23393765.0,2896.0,30.0,Endless Love,5.0,2014-02-14,14407605.0,$,6.3,33042.0,14.0,February,2014.0,77.0,2014.0,6.5,5.8,5.8,7.7,6.4,6.5,6.1,6.2,7.8,6.0,6.3,6.0,6.4,5.7,5.6,7.2,6.1,4.6,5.9,16097.0,6911.0,1590.0,317.0,14784.0,10025.0,2903.0,485.0,248.0,3.0,33042.0,11706.0,5905.0,3907.0,1083.0,66.0,14470.0,183.0,3784.0,976.0,4488.0,659.0,1083.0,1828.0,3841.0,6661.0,6884.0,4361.0,2261.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
57,1187.7142857142858,30000000.0,$,2015-08-07,218.0,104.0,32361416.0,3108.0,38.0,Entourage,7.0,2015-06-05,10283250.0,$,6.6,63165.0,3.0,June,2015.0,176.0,2015.0,6.8,6.4,6.0,7.3,6.4,6.6,6.2,6.0,6.0,6.3,6.6,6.6,6.9,6.4,6.0,7.3,6.5,5.4,6.6,25043.0,20749.0,3541.0,176.0,5814.0,2804.0,2151.0,461.0,22.0,8.0,63165.0,46158.0,21964.0,18342.0,3016.0,152.0,29592.0,262.0,9630.0,2013.0,6927.0,876.0,1402.0,2715.0,5774.0,11570.0,16798.0,10591.0,4499.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,1319.2857142857142,55000000.0,$,2015-11-20,367.0,121.0,43247140.0,3009.0,64.0,Everest,7.0,2015-09-18,7222035.0,$,7.1,149794.0,25.0,September,2015.0,279.0,2015.0,7.2,7.0,7.0,7.4,7.2,7.3,7.1,7.2,7.9,7.1,7.1,7.0,7.1,7.0,7.0,7.3,7.0,6.4,7.0,53034.0,49165.0,9942.0,762.0,20309.0,10286.0,6825.0,1527.0,164.0,9.0,149794.0,99229.0,42204.0,41597.0,8232.0,585.0,73232.0,403.0,13283.0,960.0,8341.0,598.0,1010.0,2475.0,7754.0,24747.0,54439.0,37595.0,11875.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,626.5384615384615,15000000.0,$,2015-08-28,502.0,108.0,25440971.0,2004.0,78.0,Ex Machina,13.0,2015-04-10,250000.0,$,7.7,325598.0,24.0,April,2015.0,643.0,2015.0,7.9,7.6,7.6,8.1,7.5,7.6,7.4,7.4,7.8,8.1,7.7,7.8,7.9,7.6,7.6,8.2,7.7,7.4,7.9,122103.0,104894.0,21970.0,1290.0,38448.0,21054.0,12205.0,2487.0,260.0,61.0,325598.0,224335.0,99655.0,91069.0,19060.0,1017.0,155271.0,592.0,40239.0,2105.0,27991.0,1087.0,1846.0,3606.0,9023.0,26817.0,76998.0,115457.0,60668.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
60,114.33333333333333,140000000.0,$,2015-02-20,317.0,150.0,65007045.0,178.0,52.0,Exodus: Gods and Kings,3.0,2014-12-12,24115934.0,$,6.0,134867.0,12.0,December,2014.0,673.0,2014.0,6.1,6.0,6.0,6.5,6.1,6.2,6.1,6.0,6.2,5.4,6.0,6.0,6.1,6.0,6.0,6.5,6.0,5.6,5.8,49651.0,45015.0,9653.0,542.0,16324.0,8150.0,5454.0,1335.0,89.0,5.0,134867.0,95217.0,41005.0,38882.0,8144.0,445.0,65174.0,432.0,13256.0,6038.0,6322.0,2802.0,4712.0,8882.0,20059.0,35731.0,31647.0,14025.0,4649.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,300.27272727272725,,,2015-08-07,222.0,119.0,12229314.0,902.0,71.0,Far from the Madding Crowd,11.0,2015-05-01,164985.0,$,7.1,33131.0,22.0,May,2015.0,124.0,2015.0,7.2,7.0,7.2,7.5,7.3,7.3,7.3,7.6,8.0,7.0,7.1,6.9,7.0,6.8,7.1,7.0,7.0,6.6,7.3,11814.0,10128.0,4123.0,95.0,14209.0,7419.0,4545.0,1394.0,59.0,4.0,33131.0,12896.0,4271.0,5412.0,2664.0,34.0,16264.0,251.0,4661.0,264.0,2794.0,180.0,337.0,745.0,1844.0,5190.0,10171.0,8207.0,3399.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
62,1651.5454545454545,40000000.0,$,2015-05-01,372.0,125.0,166147885.0,3655.0,46.0,Fifty Shades of Grey,11.0,2015-02-13,94395000.0,$,4.1,234146.0,13.0,February,2015.0,1391.0,2015.0,4.1,4.0,4.0,4.6,5.0,4.9,5.0,4.7,5.7,5.1,4.1,3.7,3.6,3.7,3.9,3.7,4.0,3.5,4.0,101712.0,53831.0,10175.0,1740.0,75924.0,46457.0,18891.0,3277.0,954.0,13.0,234146.0,103844.0,54249.0,34134.0,6716.0,771.0,86031.0,407.0,20406.0,60505.0,31054.0,17937.0,20129.0,22962.0,26640.0,21546.0,15729.0,11173.0,6471.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
63,1575.0,50100000.0,$,2015-05-01,282.0,105.0,53846915.0,3323.0,56.0,Focus,9.0,2015-02-27,18685137.0,$,6.6,161708.0,27.0,February,2015.0,229.0,2015.0,6.8,6.4,6.2,7.3,6.7,6.8,6.4,6.4,7.6,6.6,6.6,6.5,6.7,6.4,6.2,7.1,6.5,5.6,6.4,64425.0,46968.0,8699.0,888.0,22214.0,12655.0,6256.0,1219.0,248.0,12.0,161708.0,106987.0,51116.0,40021.0,7340.0,630.0,74627.0,390.0,14870.0,2115.0,9973.0,1381.0,2508.0,5693.0,14924.0,37019.0,51927.0,26857.0,9311.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,185.6,24000000.0,$,2015-03-06,445.0,134.0,12096300.0,516.0,81.0,Foxcatcher,5.0,2014-11-21,474000.0,$,7.0,112318.0,16.0,January,2015.0,293.0,2014.0,7.1,6.9,7.0,7.5,6.8,6.8,6.8,7.2,6.9,6.9,7.0,7.0,7.2,6.9,7.0,7.6,7.0,6.5,7.2,44367.0,37691.0,8136.0,379.0,13722.0,6492.0,4904.0,1399.0,55.0,10.0,112318.0,80807.0,37405.0,32242.0,6576.0,319.0,55237.0,447.0,18052.0,1522.0,4899.0,933.0,1591.0,3165.0,7630.0,19133.0,37202.0,27453.0,8790.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
65,2743.2,190000000.0,$,2015-06-05,431.0,137.0,350034110.0,4022.0,67.0,Furious 7,10.0,2015-04-03,147187040.0,$,7.2,291441.0,3.0,April,2015.0,668.0,2015.0,7.4,6.9,6.8,8.0,7.7,7.8,7.4,7.2,8.8,7.1,7.2,7.1,7.3,6.8,6.7,7.9,7.0,6.2,7.2,122940.0,68692.0,10756.0,2652.0,29761.0,17020.0,7801.0,1491.0,465.0,22.0,291441.0,192521.0,104831.0,59918.0,9076.0,2170.0,113010.0,487.0,27146.0,7249.0,61696.0,3281.0,4399.0,7463.0,16285.0,34499.0,62160.0,59247.0,35162.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
66,1600.8181818181818,40000000.0,$,2015-06-26,175.0,100.0,90353764.0,3212.0,34.0,Get Hard,11.0,2015-03-27,33803253.0,$,6.0,91999.0,27.0,March,2015.0,148.0,2015.0,6.1,5.9,5.7,6.5,6.2,6.3,6.1,6.0,7.0,6.2,6.0,6.0,6.1,5.9,5.7,6.3,6.0,5.4,5.9,36535.0,28014.0,4751.0,580.0,10762.0,5898.0,3254.0,624.0,115.0,8.0,91999.0,63403.0,30277.0,24459.0,4050.0,459.0,41041.0,351.0,12866.0,1800.0,4309.0,1377.0,2777.0,5870.0,14194.0,27210.0,22302.0,9245.0,2915.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2468.5,30000000.0,$,2014-09-12,165.0,139.0,30513940.0,2469.0,71.0,Get on Up,2.0,2014-08-01,13585915.0,$,6.9,16630.0,1.0,August,2014.0,106.0,2014.0,7.0,6.7,6.9,7.4,7.0,6.9,6.8,7.5,6.7,7.0,6.9,6.8,7.0,6.7,6.8,7.5,6.8,6.0,6.9,4295.0,6114.0,2776.0,37.0,2679.0,826.0,958.0,636.0,6.0,5.0,16630.0,11307.0,3414.0,5067.0,2104.0,31.0,6598.0,224.0,4094.0,242.0,1325.0,106.0,150.0,405.0,1135.0,3094.0,5621.0,3392.0,1160.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
